PMID,Sentence,Subject,Predicate,Object
28413626,"During chemotherapy for childhood acute lymphoblastic leukemia, all organs can be affected by severe acute side effects, the most common being opportunistic infections, mucositis, central or peripheral neuropathy (or both), bone toxicities (including osteonecrosis), thromboembolism, sinusoidal obstruction syndrome, endocrinopathies (especially steroid-induced adrenal insufficiency and hyperglycemia), high-dose methotrexate-induced nephrotoxicity, asparaginase-associated hypersensitivity, pancreatitis, and hyperlipidemia.",Endocrine System Diseases,CAUSES,Hyperglycemia
28413626,"During chemotherapy for childhood acute lymphoblastic leukemia, all organs can be affected by severe acute side effects, the most common being opportunistic infections, mucositis, central or peripheral neuropathy (or both), bone toxicities (including osteonecrosis), thromboembolism, sinusoidal obstruction syndrome, endocrinopathies (especially steroid-induced adrenal insufficiency and hyperglycemia), high-dose methotrexate-induced nephrotoxicity, asparaginase-associated hypersensitivity, pancreatitis, and hyperlipidemia.",Endocrine System Diseases,CAUSES,Adrenal gland hypofunction
28413626,"During chemotherapy for childhood acute lymphoblastic leukemia, all organs can be affected by severe acute side effects, the most common being opportunistic infections, mucositis, central or peripheral neuropathy (or both), bone toxicities (including osteonecrosis), thromboembolism, sinusoidal obstruction syndrome, endocrinopathies (especially steroid-induced adrenal insufficiency and hyperglycemia), high-dose methotrexate-induced nephrotoxicity, asparaginase-associated hypersensitivity, pancreatitis, and hyperlipidemia.",Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute, L1"
28413626,"During chemotherapy for childhood acute lymphoblastic leukemia, all organs can be affected by severe acute side effects, the most common being opportunistic infections, mucositis, central or peripheral neuropathy (or both), bone toxicities (including osteonecrosis), thromboembolism, sinusoidal obstruction syndrome, endocrinopathies (especially steroid-induced adrenal insufficiency and hyperglycemia), high-dose methotrexate-induced nephrotoxicity, asparaginase-associated hypersensitivity, pancreatitis, and hyperlipidemia.",Hyperglycemia,ISA,Endocrine System Diseases
28413626,"During chemotherapy for childhood acute lymphoblastic leukemia, all organs can be affected by severe acute side effects, the most common being opportunistic infections, mucositis, central or peripheral neuropathy (or both), bone toxicities (including osteonecrosis), thromboembolism, sinusoidal obstruction syndrome, endocrinopathies (especially steroid-induced adrenal insufficiency and hyperglycemia), high-dose methotrexate-induced nephrotoxicity, asparaginase-associated hypersensitivity, pancreatitis, and hyperlipidemia.",Hepatic Veno-Occlusive Disease,CAUSES,Pancreatitis
28413626,"During chemotherapy for childhood acute lymphoblastic leukemia, all organs can be affected by severe acute side effects, the most common being opportunistic infections, mucositis, central or peripheral neuropathy (or both), bone toxicities (including osteonecrosis), thromboembolism, sinusoidal obstruction syndrome, endocrinopathies (especially steroid-induced adrenal insufficiency and hyperglycemia), high-dose methotrexate-induced nephrotoxicity, asparaginase-associated hypersensitivity, pancreatitis, and hyperlipidemia.",Hyperglycemia,CAUSES,Adrenal gland hypofunction
28413626,"During chemotherapy for childhood acute lymphoblastic leukemia, all organs can be affected by severe acute side effects, the most common being opportunistic infections, mucositis, central or peripheral neuropathy (or both), bone toxicities (including osteonecrosis), thromboembolism, sinusoidal obstruction syndrome, endocrinopathies (especially steroid-induced adrenal insufficiency and hyperglycemia), high-dose methotrexate-induced nephrotoxicity, asparaginase-associated hypersensitivity, pancreatitis, and hyperlipidemia.",Hepatic Veno-Occlusive Disease,CAUSES,Hypersensitivity
28413626,"During chemotherapy for childhood acute lymphoblastic leukemia, all organs can be affected by severe acute side effects, the most common being opportunistic infections, mucositis, central or peripheral neuropathy (or both), bone toxicities (including osteonecrosis), thromboembolism, sinusoidal obstruction syndrome, endocrinopathies (especially steroid-induced adrenal insufficiency and hyperglycemia), high-dose methotrexate-induced nephrotoxicity, asparaginase-associated hypersensitivity, pancreatitis, and hyperlipidemia.",Adrenal gland hypofunction,ISA,Endocrine System Diseases
28422191,The reported data suggest that induction therapy for acute lymphoblastic leukemia followed by allogeneic hematopoietic cell transplantation is more effective than induction therapy for acute myeloid leukemia or consolidation chemotherapy.,Neoadjuvant Therapy,TREATS,"Leukemia, Myelocytic, Acute"
28422191,The reported data suggest that induction therapy for acute lymphoblastic leukemia followed by allogeneic hematopoietic cell transplantation is more effective than induction therapy for acute myeloid leukemia or consolidation chemotherapy.,Cell Transplantation,TREATS,"Leukemia, Myelocytic, Acute"
28422191,The reported data suggest that induction therapy for acute lymphoblastic leukemia followed by allogeneic hematopoietic cell transplantation is more effective than induction therapy for acute myeloid leukemia or consolidation chemotherapy.,Cell Transplantation,higher_than,Neoadjuvant Therapy
28422191,The reported data suggest that induction therapy for acute lymphoblastic leukemia followed by allogeneic hematopoietic cell transplantation is more effective than induction therapy for acute myeloid leukemia or consolidation chemotherapy.,Cell Transplantation,compared_with,Neoadjuvant Therapy
28422191,The reported data suggest that induction therapy for acute lymphoblastic leukemia followed by allogeneic hematopoietic cell transplantation is more effective than induction therapy for acute myeloid leukemia or consolidation chemotherapy.,Neoadjuvant Therapy,TREATS,"Leukemia, Lymphocytic, Acute"
28090653,We used a genome-wide association study to identify loci associated with elevated alanine transaminase (ALT) levels after induction therapy in children with ALL enrolled on St.,Neoadjuvant Therapy,TREATS,Child
28090653,We used a genome-wide association study to identify loci associated with elevated alanine transaminase (ALT) levels after induction therapy in children with ALL enrolled on St.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
28090653,We used a genome-wide association study to identify loci associated with elevated alanine transaminase (ALT) levels after induction therapy in children with ALL enrolled on St.,Neoadjuvant Therapy,TREATS,"Leukemia, Lymphocytic, Acute"
28101583,B-cell acute lymphoblastic leukemia (BALL) is an aggressive hematological malignancy and a leading cause of cancer-related mortality in children and young adults.,"Leukemia, B-Cell, Acute",ISA,Hematologic Neoplasms
28101583,B-cell acute lymphoblastic leukemia (BALL) is an aggressive hematological malignancy and a leading cause of cancer-related mortality in children and young adults.,"Leukemia, B-Cell, Acute",PROCESS_OF,Young adult
28101583,B-cell acute lymphoblastic leukemia (BALL) is an aggressive hematological malignancy and a leading cause of cancer-related mortality in children and young adults.,"Leukemia, B-Cell, Acute",PROCESS_OF,Child
28101583,B-cell acute lymphoblastic leukemia (BALL) is an aggressive hematological malignancy and a leading cause of cancer-related mortality in children and young adults.,Hematologic Neoplasms,PROCESS_OF,Young adult
28101583,B-cell acute lymphoblastic leukemia (BALL) is an aggressive hematological malignancy and a leading cause of cancer-related mortality in children and young adults.,Hematologic Neoplasms,PROCESS_OF,Child
28103625,We conducted a phase II trial of imatinib-combined chemotherapy for newly diagnosed BCR-ABL-positive ALL in adults.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Adult
28103625,We conducted a phase II trial of imatinib-combined chemotherapy for newly diagnosed BCR-ABL-positive ALL in adults.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.",Glucocorticoids,TREATS,Rheumatoid Arthritis
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.",Glucocorticoids,TREATS,Autoimmune Diseases
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.",Autoimmune Diseases,ISA,"Leukemia, Lymphocytic, Acute"
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.",Glucocorticoids,TREATS,Asthma
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.",Rheumatoid Arthritis,ISA,Autoimmune Diseases
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.",Autoimmune Diseases,ISA,Rheumatoid Arthritis
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.",Glucocorticoids,TREATS,Rheumatoid Arthritis
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.","Leukemia, Lymphocytic, Acute",ISA,Autoimmune Diseases
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.",Glucocorticoids,TREATS,"Leukemia, Lymphocytic, Acute"
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.",Glucocorticoids,TREATS,Nephrotic Syndrome
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.",Glucocorticoids,TREATS,Autoimmune Diseases
28112586,"Glucocorticoids (GCs) are widely used for treating asthma, rheumatoid arthritis, nephrotic syndrome, acute lymphoblastic leukemia and other autoimmune diseases.",Glucocorticoids,TREATS,"Leukemia, Lymphocytic, Acute"
28115368,T-cell acute lymphoblastic leukemia (T-ALL) is a highly proliferative hematologic malignancy that results from the transformation of immature T-cell progenitors.,Acute T Cell Leukemia,ISA,Hematologic Neoplasms
28116786,The combination of bortezomib with chemotherapy to treat relapsed/refractory acute lymphoblastic leukaemia of childhood.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
28126143,PATIENTS AND METHODS: We have analyzed by multiplex ligation-dependent probe amplification the genetic material from bone marrow at diagnosis from 25 adult B-ALL patients treated with rituximab and specific chemotherapy.,Patients,LOCATION_OF,Genetic Materials
28126143,PATIENTS AND METHODS: We have analyzed by multiplex ligation-dependent probe amplification the genetic material from bone marrow at diagnosis from 25 adult B-ALL patients treated with rituximab and specific chemotherapy.,rituximab,TREATS,Patients
28126143,PATIENTS AND METHODS: We have analyzed by multiplex ligation-dependent probe amplification the genetic material from bone marrow at diagnosis from 25 adult B-ALL patients treated with rituximab and specific chemotherapy.,Pharmacotherapy,TREATS,Patients
28126143,PATIENTS AND METHODS: We have analyzed by multiplex ligation-dependent probe amplification the genetic material from bone marrow at diagnosis from 25 adult B-ALL patients treated with rituximab and specific chemotherapy.,rituximab,TREATS,"Leukemia, Lymphocytic, Acute, L2"
28126143,PATIENTS AND METHODS: We have analyzed by multiplex ligation-dependent probe amplification the genetic material from bone marrow at diagnosis from 25 adult B-ALL patients treated with rituximab and specific chemotherapy.,"Leukemia, Lymphocytic, Acute, L2",PROCESS_OF,Patients
28126143,PATIENTS AND METHODS: We have analyzed by multiplex ligation-dependent probe amplification the genetic material from bone marrow at diagnosis from 25 adult B-ALL patients treated with rituximab and specific chemotherapy.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute, L2"
28126143,PATIENTS AND METHODS: We have analyzed by multiplex ligation-dependent probe amplification the genetic material from bone marrow at diagnosis from 25 adult B-ALL patients treated with rituximab and specific chemotherapy.,Bone Marrow,LOCATION_OF,Genetic Materials
28151717,The combinations of LEE011 with the glucocorticoid dexamethasone or the mTOR inhibitor everolimus were tested in vivo and prolonged survival in three orthotopic mouse models of T-ALL.,Dexamethasone,TREATS,House mice
28151717,The combinations of LEE011 with the glucocorticoid dexamethasone or the mTOR inhibitor everolimus were tested in vivo and prolonged survival in three orthotopic mouse models of T-ALL.,Dexamethasone,ISA,Glucocorticoids
28151717,The combinations of LEE011 with the glucocorticoid dexamethasone or the mTOR inhibitor everolimus were tested in vivo and prolonged survival in three orthotopic mouse models of T-ALL.,everolimus,TREATS,House mice
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Patients,LOCATION_OF,Interleukin-17
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Acute leukemia,PROCESS_OF,Patients
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Acute leukemia,PROCESS_OF,Patients
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Patients,LOCATION_OF,Transforming Growth Factor beta
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Acute leukemia,PROCESS_OF,Patients
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Patients,LOCATION_OF,FOXP3
28167485,"In addition, compared with before chemotherapy, the levels of Th17 cells and CD4+ CD25+ Foxp3+ cells, and the serum levels of IL-17 and TGF-beta in acute leukemia patients all decreased significantly after 6 months of chemotherapy, and the difference was statistically significant (P<0.001).",Pharmacotherapy,compared_with,Transforming Growth Factor beta
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Acute leukemia,PROCESS_OF,Patients
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Pharmacotherapy,TREATS,Patients
28167485,"In addition, compared with before chemotherapy, the levels of Th17 cells and CD4+ CD25+ Foxp3+ cells, and the serum levels of IL-17 and TGF-beta in acute leukemia patients all decreased significantly after 6 months of chemotherapy, and the difference was statistically significant (P<0.001).",Pharmacotherapy,TREATS,Patients
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Pharmacotherapy,TREATS,Acute leukemia
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Patients,LOCATION_OF,Interleukin-17
28167485,"In addition, compared with before chemotherapy, the levels of Th17 cells and CD4+ CD25+ Foxp3+ cells, and the serum levels of IL-17 and TGF-beta in acute leukemia patients all decreased significantly after 6 months of chemotherapy, and the difference was statistically significant (P<0.001).",Acute leukemia,PROCESS_OF,Patients
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Patients,LOCATION_OF,Transforming Growth Factor beta
28167485,"In addition, compared with before chemotherapy, the levels of Th17 cells and CD4+ CD25+ Foxp3+ cells, and the serum levels of IL-17 and TGF-beta in acute leukemia patients all decreased significantly after 6 months of chemotherapy, and the difference was statistically significant (P<0.001).",Pharmacotherapy,TREATS,Acute leukemia
28167485,"In addition, we examined the levels of Th17 and CD4+ CD25+ Foxp3+ cells and associated factor levels in patients with remission after AL chemotherapy. the Th17 cells (CD3+ CD4+ IL-17+) in acute leukemia patients accounted for (1.51+/-0.27)%, which was significantly higher than that of control group (0.36+/-0.23)%, with statistical significance (t=20.51, P<0.001); the percentage of CD4+ CD25+ Foxp3+ cells in AL patients was (3.37+/-0.48)%, which was significantly higher than that of control group of (1.26+/-0.27)%, with statistical significance (t=24.23, P<0.001); the serum levels of IL-17 and TGF-beta in AL patients were (28.12+/-6.33) pg/ml and (38.41+/-8.44) pg/ml respectively, which were all significantly higher than that of control group of (14.41+/-6.21) pg/ml and (24.49+/-7.42) pg/ml, with statistical significance (t=7.83, P<0.001; t=7.83, P<0.001); the RORgammaT mRNA and Foxp3 mRNA levels in AL patients we",Patients,LOCATION_OF,FOXP3
28179212,OBJECTIVE: Glucocorticoids (GCs) are the key drugs for the treatment of pediatric acute lymphoblastic leukemia (ALL).,Pharmaceutical Preparations,TREATS,"Leukemia, Lymphocytic, Acute, L1"
28179212,OBJECTIVE: Glucocorticoids (GCs) are the key drugs for the treatment of pediatric acute lymphoblastic leukemia (ALL).,Glucocorticoids,ISA,Pharmaceutical Preparations
28179212,OBJECTIVE: Glucocorticoids (GCs) are the key drugs for the treatment of pediatric acute lymphoblastic leukemia (ALL).,Glucocorticoids,TREATS,"Leukemia, Lymphocytic, Acute, L1"
28179212,"Herein, investigation of the relationship between the N363S and BclI polymorphisms of the GC receptor gene (NR3C1) and the side effects of GCs during pediatric ALL therapy was aimed.",Glucocorticoids,TREATS,"Leukemia, Lymphocytic, Acute, L1"
28179212,"Herein, investigation of the relationship between the N363S and BclI polymorphisms of the GC receptor gene (NR3C1) and the side effects of GCs during pediatric ALL therapy was aimed.",NR3C1 gene | NR3C1,ISA,Receptor Gene
28195091,AIMS: To study the effect of induction chemotherapy on coagulation parameters in pediatric ALL patients.,Pharmacotherapy,TREATS,Patients
28195091,AIMS: To study the effect of induction chemotherapy on coagulation parameters in pediatric ALL patients.,"Leukemia, Lymphocytic, Acute, L1",PROCESS_OF,Patients
28195091,AIMS: To study the effect of induction chemotherapy on coagulation parameters in pediatric ALL patients.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute, L1"
28208868,Female Genital Tract (FGT) involvement with hematologic neoplasms is uncommon and the hematologic malignancies which involve the female genital organs are usually non-Hodgkin's lymphoma.,Hematologic Neoplasms,AFFECTS,Female genitalia
28208868,Female Genital Tract (FGT) involvement with hematologic neoplasms is uncommon and the hematologic malignancies which involve the female genital organs are usually non-Hodgkin's lymphoma.,Hematologic Neoplasms,AFFECTS,Female genitalia
28208868,Female Genital Tract (FGT) involvement with hematologic neoplasms is uncommon and the hematologic malignancies which involve the female genital organs are usually non-Hodgkin's lymphoma.,"Lymphoma, Non-Hodgkin's",ISA,Hematologic Neoplasms
28208868,Female Genital Tract (FGT) involvement with hematologic neoplasms is uncommon and the hematologic malignancies which involve the female genital organs are usually non-Hodgkin's lymphoma.,"Lymphoma, Non-Hodgkin's",ISA,Hematologic Neoplasms
28208868,Female Genital Tract (FGT) involvement with hematologic neoplasms is uncommon and the hematologic malignancies which involve the female genital organs are usually non-Hodgkin's lymphoma.,"Lymphoma, Non-Hodgkin's",AFFECTS,Female genitalia
28210842,"METHODS: Laboratory results were analyzed from patients undergoing either allogeneic or autologous HCT or induction chemotherapy for acute leukemia (n = 50 per group, n = 150 total).",Cell Transplantation,TREATS,Acute leukemia
28210842,"METHODS: Laboratory results were analyzed from patients undergoing either allogeneic or autologous HCT or induction chemotherapy for acute leukemia (n = 50 per group, n = 150 total).",Pharmacotherapy,TREATS,Acute leukemia
28245371,"After 1 course of standardized chemotherapy, the complete remission rates in adult and children's B-ALL patients with abnormal high expression of CD146 both were low as compared with adult and children's B-ALL without abnormal high expression of CD146 (P<0.05).",Pharmacotherapy,TREATS,Patients
28245371,"After 1 course of standardized chemotherapy, the complete remission rates in adult and children's B-ALL patients with abnormal high expression of CD146 both were low as compared with adult and children's B-ALL without abnormal high expression of CD146 (P<0.05).",Pharmacotherapy,TREATS,Adult
28245371,"After 1 course of standardized chemotherapy, the complete remission rates in adult and children's B-ALL patients with abnormal high expression of CD146 both were low as compared with adult and children's B-ALL without abnormal high expression of CD146 (P<0.05).","Leukemia, B-Cell, Acute",PROCESS_OF,Child
28245371,"After 1 course of standardized chemotherapy, the complete remission rates in adult and children's B-ALL patients with abnormal high expression of CD146 both were low as compared with adult and children's B-ALL without abnormal high expression of CD146 (P<0.05).","Leukemia, B-Cell, Acute",PROCESS_OF,Patients
28245371,"After 1 course of standardized chemotherapy, the complete remission rates in adult and children's B-ALL patients with abnormal high expression of CD146 both were low as compared with adult and children's B-ALL without abnormal high expression of CD146 (P<0.05).",Pharmacotherapy,TREATS,"Leukemia, B-Cell, Acute"
28249141,Blinatumomab versus Chemotherapy for Advanced Acute Lymphoblastic Leukemia.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
28063690,"Intensive evaluations for hematologic malignancies may be unnecessary in children who complain of limb pain without any definite cause, unless they also present with accompanying leukemic symptoms.",Entire limb,LOCATION_OF,Pain
28063690,"Intensive evaluations for hematologic malignancies may be unnecessary in children who complain of limb pain without any definite cause, unless they also present with accompanying leukemic symptoms.",Pain,COEXISTS_WITH,Symptoms
