NCT,Subject,Predicate,Object
NCT00022451,Therapeutic procedure,USES,Pharmaceutical Preparations
NCT00022451,tipifarnib,ADMINISTERED_TO,Patients
NCT00022451,tipifarnib,ADMINISTERED_TO,Patients
NCT00022451,Toxic effect,PROCESS_OF,Patients
NCT00022451,leukemia,PROCESS_OF,Patients
NCT00022451,R115777,TREATS,Patients
NCT00022451,R115777,TREATS(INFER),leukemia
NCT00085150,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00085150,B3(Fv)-PE38KDEL recombinant immunotoxin,TREATS,Patients
NCT00085150,Adverse effects,PROCESS_OF,Patients
NCT00085150,B3(Fv)-PE38KDEL recombinant immunotoxin,TREATS,Patients
NCT00085150,Toxic effect,PROCESS_OF,Patients
NCT00085150,Drug Kinetics,PROCESS_OF,Patients
NCT00085150,Pharmaceutical Preparations,TREATS,Patients
NCT00085150,Immunoglobulins,TREATS,Patients
NCT00085150,Serum,LOCATION_OF,cytokine
NCT00085150,Cytarabine,ADMINISTERED_TO,Patients
NCT00085150,Hydrocortisone,ADMINISTERED_TO,Patients
NCT00085150,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00085150,B3(Fv)-PE38KDEL recombinant immunotoxin,ADMINISTERED_TO,Patients
NCT00085150,Toxic effect,PROCESS_OF,Patients
NCT00085150,B3(Fv)-PE38KDEL recombinant immunotoxin,TREATS,leukemia
NCT00085150,B3(Fv)-PE38KDEL recombinant immunotoxin,TREATS,Lymphoma
NCT02618109,Immunologic Factors,ASSOCIATED_WITH,"Leukemia, Lymphocytic, Acute, L1"
NCT02618109,"Leukemia, Lymphocytic, Acute, L1",ISA,Malignant Neoplasms
NCT02618109,Malignant Neoplasms,PROCESS_OF,Human
NCT02618109,Tumorigenesis,COEXISTS_WITH,Malignant Neoplasms
NCT02618109,Immunologic Factors,ASSOCIATED_WITH,"Leukemia, Lymphocytic, Acute, L1"
NCT00020111,Pharmaceutical Preparations,DISRUPTS,"Tumor cells, malignant"
NCT00020111,leukemia,PROCESS_OF,Patients
NCT00020111,Lymphoma,PROCESS_OF,Patients
NCT00020111,arsenic trioxide,TREATS,Patients
NCT00020111,arsenic trioxide,TREATS(INFER),leukemia
NCT00020111,arsenic trioxide,TREATS(INFER),Lymphoma
NCT00020111,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00020111,Adverse effects,PROCESS_OF,Patients
NCT00020111,leukemia,PROCESS_OF,Patients
NCT00020111,Lymphoma,PROCESS_OF,Patients
NCT00020111,Toxic effect,PROCESS_OF,Patients
NCT00020111,Acute Promyelocytic Leukemia,ISA,Disease
NCT00020111,Acute Promyelocytic Leukemia,PROCESS_OF,Patients
NCT00020111,arsenic trioxide,ADMINISTERED_TO,Patients
NCT00020111,Toxic effect,PROCESS_OF,Patients
NCT00020111,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00020111,Therapeutic procedure,USES,arsenic trioxide
NCT00020111,leukemia,PROCESS_OF,Patients
NCT00020111,arsenic trioxide,ADMINISTERED_TO,Patients
NCT00020111,leukemia,PROCESS_OF,Patients
NCT00020111,Lymphoma,PROCESS_OF,Patients
NCT00020111,arsenic trioxide,TREATS,Patients
NCT00020111,arsenic trioxide,TREATS(INFER),leukemia
NCT00020111,arsenic trioxide,TREATS(INFER),Lymphoma
NCT00365768,Pharmacotherapy,CAUSES,Neuropathy
NCT00365768,Glutamine,AFFECTS,Neuropathy
NCT00365768,Glutamine,ASSOCIATED_WITH,Neuropathy
NCT00365768,Glutamine,INTERACTS_WITH(INFER),Vincristine
NCT00365768,leukemia,PROCESS_OF,Patients
NCT00365768,Lymphoma,PROCESS_OF,Patients
NCT00365768,Vincristine,CAUSES,Neuropathy
NCT00365768,Vincristine,TREATS,Patients
NCT00365768,Vincristine,TREATS(INFER),leukemia
NCT00365768,Vincristine,TREATS(INFER),Lymphoma
NCT00365768,Vincristine,TREATS(INFER),Solid tumor
NCT00365768,Solid tumor,PROCESS_OF,Patients
NCT00365768,Glutamine,ASSOCIATED_WITH,Neuropathy
NCT00365768,Glutamine,INTERACTS_WITH(INFER),Vincristine
NCT00365768,Glutamine,compared_with,Placebos
NCT00365768,Glutamine,higher_than,Placebos
NCT00365768,leukemia,PROCESS_OF,Patients
NCT00365768,Lymphoma,PROCESS_OF,Patients
NCT00365768,Vincristine,CAUSES,Neuropathy
NCT00365768,Vincristine,TREATS,Patients
NCT00365768,Vincristine,TREATS(INFER),leukemia
NCT00365768,Vincristine,TREATS(INFER),Lymphoma
NCT00365768,Vincristine,TREATS(INFER),Solid tumor
NCT00365768,Solid tumor,PROCESS_OF,Patients
NCT00365768,Glutamine,compared_with,Placebos
NCT00365768,leukemia,PROCESS_OF,Patients
NCT00365768,Lymphoma,PROCESS_OF,Patients
NCT00365768,Peripheral Neuropathy,OCCURS_IN,Patients
NCT00365768,Solid tumor,PROCESS_OF,Patients
NCT00365768,Glutamine,compared_with,Placebos
NCT00365768,Peripheral Neuropathy,PROCESS_OF,Patients
NCT00365768,Toxic effect,PROCESS_OF,Patients
NCT00365768,Supplementation,USES,Glutamine
NCT00365768,Supplementation,compared_with,Placebos
NCT00365768,Glutamine,compared_with,Placebos
NCT00365768,Placebos,TREATS,Patients
NCT00365768,Placebos,TREATS,Patients
NCT00365768,Serum,LOCATION_OF,Nerve Growth Factors
NCT00365768,Supplementation,TREATS,Patients
NCT00365768,Supplementation,USES,Glutamine
NCT00365768,Supplementation,compared_with,Placebos
NCT00365768,Pharmacotherapy,USES,Vincristine
NCT00365768,Glutamine,ADMINISTERED_TO,Patients
NCT00365768,Placebos,ADMINISTERED_TO,Patients
NCT00365768,Vincristine,ISA,Pharmacotherapy
NCT00365768,Serum,LOCATION_OF,Glutamine
NCT00365768,Glutamine,CAUSES,Malignant Neoplasms
NCT00365768,Vincristine,CAUSES,Malignant Neoplasms
NCT00365768,Neuropathy,PROCESS_OF,Patients
NCT00349024,Malignant Neoplasms,PROCESS_OF,Patients
NCT00349024,Therapeutic procedure,TREATS,Patients
NCT00349024,Therapeutic procedure,TREATS(INFER),Mouth Sore
NCT00349024,Therapeutic procedure,TREATS(INFER),Oral Mucositis
NCT00349024,Mouth Sore,PROCESS_OF,Patients
NCT00349024,Oral Mucositis,PROCESS_OF,Patients
NCT00349024,Oral pain,PROCESS_OF,Patients
NCT00349024,Oral pain,PROCESS_OF,Patients
NCT00349024,Malignant Neoplasms,PROCESS_OF,Child
NCT00349024,Malignant Neoplasms,PROCESS_OF,Persons
NCT00349024,Oral Mucositis,PROCESS_OF,Child
NCT00349024,Oral Mucositis,PROCESS_OF,Persons
NCT00713505,Functional disorder,PROCESS_OF,Survivors
NCT00713505,Functional disorder,PROCESS_OF,Cancer Survivor
NCT00713505,Malignant Childhood Neoplasm,PROCESS_OF,Survivors
NCT00713505,Functional disorder,PROCESS_OF,Cancer Survivor
NCT00713505,Intervention regimes,TREATS,parent
NCT00713505,Emotional,PROCESS_OF,Support System
NCT00713505,Malignant Childhood Neoplasm,PROCESS_OF,Survivors
NCT00713505,Late effect of,PROCESS_OF,Survivors
NCT01164163,Vitelliform dystrophy,PROCESS_OF,Patients
NCT01164163,Adverse effects,PROCESS_OF,Patients
NCT01164163,leukemia,PROCESS_OF,Patients
NCT01164163,Drug Kinetics,PROCESS_OF,Patients
NCT01164163,cytotoxicity,PROCESS_OF,Patients
NCT01164163,Toxic effect,PROCESS_OF,Patients
NCT01164163,Intrathecal Chemotherapy,ADMINISTERED_TO,Patients
NCT00991744,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00991744,Therapeutic procedure,USES,cytarabine liposomal
NCT00991744,Maintenance therapy,TREATS,Patients
NCT00991744,Maintenance therapy,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00991744,Upper arm,LOCATION_OF,Toxic effect
NCT00991744,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00991744,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00991744,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00991744,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Adolescent
NCT00991744,Upper arm,LOCATION_OF,"Leukemia, Lymphocytic, Acute"
NCT00991744,Upper arm,LOCATION_OF,Toxic effect
NCT00991744,Toxic effect,PROCESS_OF,Child
NCT00991744,Toxic effect,PROCESS_OF,Adolescent
NCT00991744,Maintenance therapy,TREATS,Patients
NCT00991744,Maintenance therapy,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00991744,DepoCyte,ISA,cytarabine liposomal
NCT00991744,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00991744,Maintenance therapy,TREATS,Patients
NCT00991744,Maintenance therapy,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00004858,Malignant Neoplasms,PROCESS_OF,Patients
NCT00004858,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00004858,"Lymphoma, Non-Hodgkin's",PROCESS_OF,Patients
NCT00004858,Monoclonal Antibody Therapy,TREATS,Patients
NCT00004858,Monoclonal Antibody Therapy,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00004858,Monoclonal Antibody Therapy,TREATS(INFER),"Lymphoma, Non-Hodgkin's"
NCT00004858,"Leukemia, B-Cell, Acute",PROCESS_OF,Patients
NCT00004858,"Lymphoma, Non-Hodgkin's",PROCESS_OF,Patients
NCT00004858,Immunoconjugates,TREATS,Patients
NCT00004858,Immunoconjugates,TREATS(INFER),"Leukemia, B-Cell, Acute"
NCT00004858,Immunoconjugates,TREATS(INFER),"Lymphoma, Non-Hodgkin's"
NCT00004858,Genistein,TREATS,Patients
NCT00004858,Treatment Protocols,TREATS,Patients
NCT00004858,Immunoconjugates,ADMINISTERED_TO,Patients
NCT00004858,Toxic effect,PROCESS_OF,Patients
NCT00004858,Immunoconjugates,ASSOCIATED_WITH,"Leukemia, Lymphocytic, Acute"
NCT00004858,Immunoconjugates,ASSOCIATED_WITH,"Lymphoma, Non-Hodgkin's"
NCT00686556,Bone Marrow,PART_OF,Patients
NCT00686556,"Leukemia, Myelocytic, Acute",PROCESS_OF,Patients
NCT00686556,Multiple Myeloma,PROCESS_OF,Patients
NCT00686556,Acute leukemia,PROCESS_OF,Patients
NCT00686556,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00686556,Adverse effects,PROCESS_OF,Patients
NCT00686556,umbilical cord blood transplantation,TREATS,Patients
NCT00686556,"Radiotherapy, Intensity-Modulated",METHOD_OF,Radiation therapy
NCT00686556,Myeloablative Chemotherapy,TREATS,Patients
NCT00686556,Radiation therapy,TREATS,Patients
NCT00686556,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00686556,Filgrastim,ADMINISTERED_TO,Patients
NCT00686556,Radiation therapy,TREATS,Patients
NCT00686556,Radiation therapy,TREATS(INFER),Acute leukemia
NCT00686556,Acute leukemia,PROCESS_OF,Patients
NCT00686556,Myeloablative Chemotherapy,TREATS,Patients
NCT00686556,Myeloablative Chemotherapy,TREATS(INFER),Acute leukemia
NCT00005946,Pharmaceutical Preparations,DISRUPTS,[M]Unspecified tumor cell NOS
NCT00005946,Relapsed Hematologic Malignancy,PROCESS_OF,Patients
NCT00005946,Graft-vs-Host Disease,PROCESS_OF,Patients
NCT00005946,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00005946,Graft-vs-Host Disease,PROCESS_OF,Patients
NCT00005946,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00005946,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00005946,Graft-vs-Host Disease,PROCESS_OF,Patients
NCT00005946,Pharmacotherapy,TREATS,Hematologic Neoplasms
NCT00005946,Donor Lymphocyte Infusion,TREATS,Hematologic Neoplasms
NCT00036712,Pharmacotherapy,ADMINISTERED_TO,Child
NCT00036712,Phototherapy,PREVENTS,Mucositis
NCT00036712,Phototherapy,TREATS,Mucositis
NCT00036712,Radiation therapy,TREATS,Mucositis
NCT00036712,Mucositis,PROCESS_OF,Child
NCT00036712,Radiation therapy,compared_with,Phototherapy
NCT00036712,Oral Mucositis,OCCURS_IN,Child
NCT00036712,Bone Marrow Transplantation,PRECEDES,Radiation therapy
NCT00036712,Bone Marrow Transplantation,PRECEDES,Myeloablative Chemotherapy
NCT00036712,Phototherapy,TREATS,Patients
NCT00036712,Bone Marrow Transplantation,PRECEDES,Pain scale
NCT00036712,Oral Mucositis,PROCESS_OF,Patients
NCT00027560,Melphalan,ISA,Pharmacotherapy
NCT00027560,Melphalan,TREATS,Patients
NCT00027560,fludarabine,TREATS,Patients
NCT00027560,alemtuzumab,DISRUPTS,Growth
NCT00027560,alemtuzumab,ISA,Monoclonal Antibodies
NCT00027560,alemtuzumab,TREATS,Patients
NCT00027560,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT00027560,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00027560,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT00027560,Melphalan,TREATS,Malignant Neoplasms
NCT00027560,fludarabine,TREATS,Malignant Neoplasms
NCT00027560,alemtuzumab,TREATS,Malignant Neoplasms
NCT00027560,Campath 1H,ISA,alemtuzumab
NCT00027560,Campath 1H,TREATS(SPEC),Malignant Neoplasms
NCT00020527,Pharmacotherapy,CAUSES,Neutropenia
NCT00020527,Fever,PROCESS_OF,Child
NCT00020527,Neutropenia,PROCESS_OF,Child
NCT00020527,Caspofungin acetate,TREATS,Child
NCT00020527,Caspofungin acetate,TREATS(INFER),Fever
NCT00020527,Caspofungin acetate,TREATS(INFER),Neutropenia
NCT00020527,Fever,PROCESS_OF,Child
NCT00020527,Neutropenia,PROCESS_OF,Child
NCT00020527,Drug Kinetics,PROCESS_OF,Child
NCT00020527,Caspofungin acetate,ADMINISTERED_TO,Patients
NCT00020527,Toxic effect,PROCESS_OF,Patients
NCT00020527,Fever,PROCESS_OF,Child
NCT00020527,Neutropenia,PROCESS_OF,Child
NCT00020527,Drug Kinetics,PROCESS_OF,Child
NCT00006246,Busulfan,TREATS,Child
NCT00006246,Busulfan,TREATS,Adolescent
NCT00006246,Pharmacotherapy,ADMINISTERED_TO,Child
NCT00006246,Pharmacotherapy,ADMINISTERED_TO,Adolescent
NCT00006246,Refractory Carcinoma,PROCESS_OF,Child
NCT00006246,Malignant neoplasm of central nervous system,PROCESS_OF,Child
NCT00006246,Malignant neoplasm of central nervous system,PROCESS_OF,Adolescent
NCT00006246,Toxic effect,PROCESS_OF,Child
NCT00006246,Toxic effect,PROCESS_OF,Adolescent
NCT00006246,Treatment Protocols,TREATS,Patients
NCT00006246,Treatment Protocols,TREATS,Patients
NCT00006246,Busulfan,ADMINISTERED_TO,Patients
NCT00006246,Busulfan,ADMINISTERED_TO,Patients
NCT00006246,Toxic effect,PROCESS_OF,Patients
NCT00006246,Busulfan,TREATS,Child
NCT00006246,Busulfan,TREATS(INFER),Malignant meningitis
NCT00006246,Malignant meningitis,PROCESS_OF,Child
NCT00295971,Dysmyelopoietic Syndromes,PROCESS_OF,Patients
NCT00295971,Pancytopenia,ISA,Syndrome
NCT00295971,Stem cell transplant,TREATS,Patients
NCT00295971,Stem cell transplant,TREATS(INFER),Dysmyelopoietic Syndromes
NCT00295971,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT00295971,Bone Marrow,PART_OF,Patients
NCT00295971,Cells,LOCATION_OF,Antithymoglobulin
NCT00295971,Pancytopenia,ISA,Syndrome
NCT00295971,T-Lymphocyte,LOCATION_OF,Vitelliform dystrophy
NCT00295971,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00295971,Adverse effects,PROCESS_OF,Patients
NCT00295971,Stem cell transplant,TREATS,Immunologic Deficiency Syndromes
NCT00295971,Stem cell transplant,TREATS,leukemia
NCT00295971,Stem cell transplant,TREATS,Dysmyelopoietic Syndromes
NCT00295971,Stem cell transplant,TREATS,Syndrome
NCT00295971,Stem cell transplant,TREATS(SPEC),Pancytopenia
NCT00295971,Cytopenia,PROCESS_OF,Child
NCT00295971,Disease,PROCESS_OF,Child
NCT00295971,leukemia,PROCESS_OF,Child
NCT00295971,Dysmyelopoietic Syndromes,PROCESS_OF,Child
NCT00295971,Primary immune deficiency disorder,ISA,Disease
NCT00295971,Primary immune deficiency disorder,PROCESS_OF(SPEC),Child
NCT00295971,Toxic effect,PROCESS_OF,Child
NCT00295971,fludarabine,COEXISTS_WITH,Antithymoglobulin
NCT00295971,Toxic effect,PROCESS_OF,Patients
NCT00295971,Treatment Protocols,TREATS,Patients
NCT00295971,Graft acceptance,PROCESS_OF,Patients
NCT00295971,Antithymoglobulin,AFFECTS,Stem cells
NCT00295971,Whole-Body Irradiation,TREATS,Patients
NCT00295971,cytokine,AUGMENTS,Transplanted organ and tissue status
NCT00295971,Graft acceptance,PROCESS_OF,Patients
NCT00295971,Transplanted tissue,NEG_PART_OF,Patients
NCT00295971,host,LOCATION_OF,Disease
NCT00295971,Disease,PROCESS_OF,Child
NCT00295971,Immunologic Deficiency Syndromes,PROCESS_OF,Child
NCT00295971,leukemia,PROCESS_OF,Child
NCT00295971,Syndrome,PROCESS_OF,Child
NCT00295971,Transplantation,TREATS,Child
NCT00295971,Transplantation,TREATS(INFER),Disease
NCT00295971,Transplantation,TREATS(INFER),Immunologic Deficiency Syndromes
NCT00295971,Transplantation,TREATS(INFER),leukemia
NCT00295971,Transplantation,TREATS(INFER),Syndrome
NCT00726934,Infection,COEXISTS_WITH,Neutropenia
NCT00726934,Malignant Childhood Neoplasm,PROCESS_OF,Patients
NCT00726934,Adverse effects,PROCESS_OF,Patients
NCT00726934,Medication Management,TREATS,Immunocompromised Host
NCT00087009,rituximab,ISA,Monoclonal Antibodies
NCT00087009,rituximab,TREATS,Patients
NCT00087009,beta-Glucans,TREATS,Patients
NCT00087009,leukemia,PROCESS_OF,Patients
NCT00087009,Lymphoma,PROCESS_OF,Patients
NCT00087009,Lymphoproliferative Disorders,PROCESS_OF,Patients
NCT00087009,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00087009,rituximab,INTERACTS_WITH,beta-Glucans
NCT00087009,rituximab,TREATS,Patients
NCT00087009,rituximab,TREATS(INFER),leukemia
NCT00087009,rituximab,TREATS(INFER),Lymphoma
NCT00087009,rituximab,TREATS(INFER),Lymphoproliferative Disorders
NCT00087009,rituximab,TREATS(INFER),Vitelliform dystrophy
NCT00087009,rituximab,TREATS,Patients
NCT00087009,Toxic effect,PROCESS_OF,Patients
NCT00087009,beta-Glucans,TREATS,Patients
NCT00087009,Disease,PROCESS_OF,Patients
NCT00087009,Prophylactic treatment,ADMINISTERED_TO,Patients
NCT00087009,Prophylactic treatment,USES,rituximab
NCT00087009,beta-Glucans,ADMINISTERED_TO,Patients
NCT00087009,Toxic effect,PROCESS_OF,Patients
NCT00087009,leukemia,PROCESS_OF,Child
NCT00087009,leukemia,PROCESS_OF,Adolescent
NCT00087009,Lymphoma,PROCESS_OF,Child
NCT00087009,Lymphoma,PROCESS_OF,Adolescent
NCT00087009,Lymphoproliferative Disorders,PROCESS_OF,Child
NCT00087009,Lymphoproliferative Disorders,PROCESS_OF,Adolescent
NCT00134004,Bone Marrow Transplantation,TREATS,Patients
NCT00134004,Cyclophosphamide,DISRUPTS,Growth
NCT00134004,Cyclophosphamide,TREATS,Patients
NCT00134004,Whole-Body Irradiation,TREATS,Patients
NCT00134004,fludarabine,ISA,Pharmacotherapy
NCT00134004,fludarabine,TREATS,Patients
NCT00134004,Bone Marrow Transplantation,TREATS,Patients
NCT00134004,Bone Marrow Transplantation,TREATS,Hematologic Neoplasms
NCT00134004,Whole-Body Irradiation,TREATS,Patients
NCT00134004,Cyclophosphamide,TREATS,Hematologic Neoplasms
NCT00134004,Whole-Body Irradiation,TREATS,Hematologic Neoplasms
NCT00134004,fludarabine,TREATS,Hematologic Neoplasms
NCT00134004,Toxic effect,PROCESS_OF,Patients
NCT00134004,Whole-Body Irradiation,TREATS,Patients
NCT00134004,Transplantation,ISA,Therapeutic procedure
NCT00134004,Transplantation,TREATS,Patients
NCT00134004,Transplantation,TREATS(INFER),Hematologic Neoplasms
NCT00134004,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00806767,Antilymphocyte Globulin,DISRUPTS,Growth
NCT00806767,Busulfan,DISRUPTS,Growth
NCT00806767,Stem cells,PART_OF,Patients
NCT00806767,fludarabine,DISRUPTS,Growth
NCT00806767,Stem cell transplant,TREATS,Patients
NCT00806767,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00806767,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT00806767,Globulins,PART_OF,Lymphocyte
NCT00806767,Graft-vs-Host Disease,OCCURS_IN,Patients
NCT00806767,Relapse,OCCURS_IN,Patients
NCT00806767,Hematopoietic Stem Cell Transplantation,TREATS,Hematologic Neoplasms
NCT00806767,"Transplantation, Homologous",TREATS,Patients
NCT00526292,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT00526292,Pharmacotherapy,TREATS,Patients
NCT00526292,Stem cell transplant,NEG_TREATS,Hematopoietic Neoplasms
NCT00526292,Hematopoietic Neoplasms,PROCESS_OF,Research Personnel
NCT00526292,Pharmacotherapy,ADMINISTERED_TO,Research Personnel
NCT00526292,Pharmacotherapy,ISA,Therapeutic procedure
NCT00526292,Pharmacotherapy,TREATS(SPEC),Disease
NCT00526292,Therapeutic procedure,TREATS,Disease
NCT00526292,Cyclophosphamide,TREATS,Patients
NCT00526292,Cyclophosphamide,TREATS(INFER),"Leukemia, Myelocytic, Acute"
NCT00526292,"Leukemia, Myelocytic, Acute",ISA,Dysmyelopoietic Syndromes
NCT00526292,"Leukemia, Myelocytic, Acute",PROCESS_OF,Patients
NCT00526292,Treatment Protocols,USES,Cyclophosphamide
NCT00526292,Treatment Protocols,USES,fludarabine
NCT00526292,fludarabine,PREDISPOSES,Graft-vs-Host Disease
NCT00526292,fludarabine,TREATS,Patients
NCT00526292,fludarabine,TREATS(INFER),"Leukemia, Myelocytic, Acute"
NCT00526292,"BCR protein, human",PART_OF,Blast Cell
NCT00526292,"BCR protein, human",PREDISPOSES,Graft-vs-Host Disease
NCT00526292,human leukocyte interferon,PART_OF,Protoplasm
NCT00526292,Allogeneic hematopoietic stem cell transplant,AFFECTS,Recovery
NCT00526292,Allogeneic hematopoietic stem cell transplant,AFFECTS,Graft acceptance
NCT00458744,Pharmaceutical Preparations,DISRUPTS,Growth
NCT00458744,leukemia,PROCESS_OF,Patients
NCT00458744,Solid tumor,PROCESS_OF,Patients
NCT00458744,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00458744,Adverse effects,PROCESS_OF,Patients
NCT00458744,leukemia,PROCESS_OF,Patients
NCT00458744,Solid tumor,PROCESS_OF,Patients
NCT00458744,Toxic effect,PROCESS_OF,Patients
NCT00458744,Toxic effect,PROCESS_OF,Patients
NCT00458744,leukemia,PROCESS_OF,Patients
NCT00458744,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00458744,Toxic effect,PROCESS_OF,Patients
NCT00458744,leukemia,PROCESS_OF,Child
NCT00458744,leukemia,PROCESS_OF,Adolescent
NCT00458744,Solid tumor,PROCESS_OF,Child
NCT00458744,Solid tumor,PROCESS_OF,Adolescent
NCT00534430,Busulfan,TREATS,Patients
NCT00534430,Etoposide,TREATS,Patients
NCT00534430,Whole-Body Irradiation,TREATS,Patients
NCT00534430,Bone Marrow,PART_OF,Patients
NCT00534430,Bone Marrow Transplantation,TREATS,Hematologic Neoplasms
NCT00534430,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00534430,Adverse effects,PROCESS_OF,Patients
NCT00534430,Bone Marrow Transplantation,TREATS,Patients
NCT00534430,Bone Marrow Transplantation,TREATS(INFER),Hematologic Neoplasms
NCT00534430,"Leukemia, Myelocytic, Acute",PROCESS_OF,Patients
NCT00534430,Treatment Protocols,TREATS,Patients
NCT00534430,Treatment Protocols,TREATS(INFER),"Leukemia, Myelocytic, Acute"
NCT00534430,Treatment Protocols,TREATS(INFER),Toxic effect
NCT00534430,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00534430,Chemotherapy-Oncologic Procedure,METHOD_OF,Prophylactic treatment
NCT00534430,Toxic effect,PROCESS_OF,Patients
NCT00534430,Whole-Body Irradiation,TREATS,Patients
NCT00534430,Bone Marrow Transplantation,TREATS,Patients
NCT00534430,Peripheral Stem Cell Transplantation,TREATS,Patients
NCT00534430,mycophenolate mofetil,ADMINISTERED_TO,Patients
NCT00534430,Treatment Protocols,METHOD_OF,Allogeneic bone marrow transplantation
NCT00534430,Allogeneic bone marrow transplantation,TREATS,Patients
NCT00534430,Allogeneic bone marrow transplantation,TREATS(INFER),Hematologic Neoplasms
NCT00534430,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00534430,VP-16,ISA,Etoposide
NCT00534118,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00534118,Donor Lymphocyte Infusion,TREATS,Patients
NCT00534118,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00534118,Donor Lymphocyte Infusion,ADMINISTERED_TO,Patients
NCT00369564,Vincristine,CAUSES,Nerve injury NOS
NCT00369564,Vincristine,TREATS,Patients
NCT00369564,Glutamic Acid,ASSOCIATED_WITH,Nerve injury NOS
NCT00369564,Glutamic Acid,PREVENTS,Nerve injury NOS
NCT00369564,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00369564,Vincristine,ADMINISTERED_TO,Patients
NCT00369564,Vincristine,CAUSES,Nerve injury NOS
NCT00369564,Vincristine,TREATS,"Leukemia, Lymphocytic, Acute"
NCT00369564,Vincristine,TREATS,"Lymphoma, Non-Hodgkin's"
NCT00369564,Vincristine,TREATS,Nephroblastoma
NCT00369564,Vincristine,TREATS,Rhabdomyosarcoma
NCT00369564,Glutamic Acid,ASSOCIATED_WITH,Nerve injury NOS
NCT00369564,Glutamic Acid,compared_with,Placebos
NCT00369564,Glutamic Acid,higher_than,Placebos
NCT00369564,Nerve injury NOS,PROCESS_OF,Patients
NCT00369564,Placebos,TREATS,"Leukemia, Lymphocytic, Acute"
NCT00369564,Placebos,TREATS,"Lymphoma, Non-Hodgkin's"
NCT00369564,Placebos,TREATS,Nephroblastoma
NCT00369564,Placebos,TREATS,Patients
NCT00369564,Placebos,TREATS,Rhabdomyosarcoma
NCT00369564,Glutamic Acid,TREATS,"Leukemia, Lymphocytic, Acute"
NCT00369564,Glutamic Acid,TREATS,"Lymphoma, Non-Hodgkin's"
NCT00369564,Glutamic Acid,TREATS,Nephroblastoma
NCT00369564,Glutamic Acid,TREATS,Rhabdomyosarcoma
NCT00369564,Glutamic Acid,compared_with,Placebos
NCT00369564,Glutamic Acid,TREATS,Patients
NCT00369564,Therapeutic procedure,TREATS,Patients
NCT00369564,Glutamic Acid,ADMINISTERED_TO,Patients
NCT00369564,Neurologic Examination,ADMINISTERED_TO,Patients
NCT00369564,Vincristine,ADMINISTERED_TO,Patients
NCT00369564,Neurologic Examination,ADMINISTERED_TO,Patients
NCT00369564,Malignant Neoplasms,PROCESS_OF,Child
NCT00369564,Glutamic Acid,PREVENTS,Toxic effect
NCT00369564,Toxic effect,PROCESS_OF,Child
NCT00293410,Cyclophosphamide,TREATS,Patients
NCT00293410,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT00293410,clofarabine,ADMINISTERED_TO(SPEC),Patients
NCT00293410,clofarabine,DISRUPTS,Growth
NCT00293410,clofarabine,ISA,Pharmacotherapy
NCT00293410,clofarabine,TREATS,Patients
NCT00293410,Combination Drug Therapy,USES,Pharmaceutical Preparations
NCT00293410,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00293410,Adverse effects,PROCESS_OF,Patients
NCT00293410,Cyclophosphamide,TREATS,Patients
